production_budget,worldwide_gross,title_year,aspect_ratio,duration,cast_total_facebook_likes,budget,imdb_score
42000000,8514325,2010.0,2.35,100.0,2056,45000000.0,6.3
42000000,4408420,2002.130733382389,4.0,30.0,1610,40455386.33009198,7.5
42000000,11756922,2009.0,2.35,105.0,1342,27000000.0,7.2
41000000,245769202,2002.0,2.35,110.0,1954,41000000.0,7.0
41000000,100622586,2001.0,2.35,144.0,18761,65000000.0,6.9
41000000,22108977,2003.0,2.35,108.0,1134,41000000.0,5.2
41000000,7684524,2011.0,2.35,100.0,2085,41000000.0,6.2
40000000,672806292,1999.0,1.85,107.0,17540,40000000.0,8.1
40000000,570978470,2015.0,2.35,129.0,4585,40000000.0,4.1
40000000,314709717,2009.0,2.35,108.0,18656,40000000.0,6.7
40000000,257878294,2013.0,2.35,138.0,83012,40000000.0,7.3
40000000,189714544,2003.0,1.85,94.0,7014,40000000.0,5.8
40000000,457507776,2014.0,2.35,89.0,32325,40000000.0,6.4
40000000,149804632,2013.0,2.35,121.0,1261,40000000.0,7.6
40000000,332000000,1989.0,1.85,108.0,3660,40000000.0,7.8
40000000,177835231,1999.0,2.35,105.0,2129,70000000.0,6.4
40000000,167851995,2003.0,1.85,84.0,22935,38000000.0,4.1
40000000,152266007,1996.0,2.35,149.0,31349,40000000.0,7.4
40000000,132440066,1992.0,2.35,128.0,16751,40000000.0,7.2
40000000,97470701,2013.0,2.35,128.0,16911,40000000.0,7.5
40000000,126646119,2009.0,1.85,123.0,13321,40000000.0,7.0
40000000,181053657,2009.0,2.35,129.0,318,40000000.0,6.4
40000000,124246152,2016.0,2.35,102.0,5178,40000000.0,5.9
40000000,178710620,2006.0,1.85,89.0,5855,45000000.0,5.1
40000000,106511453,2015.0,1.85,107.0,12556,40000000.0,6.0
40000000,161838076,2000.0,2.35,116.0,600,40000000.0,5.5
40000000,244088654,1990.0,1.37,118.0,3986,40000000.0,7.4
40000000,141208010,2014.0,1.85,109.0,16179,35000000.0,5.7
40000000,195111193,2014.0,2.35,109.0,2357,40000000.0,6.0
40000000,215862692,1992.0,1.85,155.0,42220,40000000.0,7.5
40000000,120612565,2006.0,2.35,120.0,24300,40000000.0,7.3
40000000,128792135,1999.0,1.85,139.0,36810,40000000.0,7.3
40000000,197232734,2015.0,1.85,121.0,36010,35000000.0,7.2
40000000,75505856,1992.0,2.35,117.0,2144,40000000.0,7.8
40000000,124823094,2004.0,1.85,178.0,5074,40000000.0,7.7
40000000,161513754,2015.0,2.35,142.0,16944,40000000.0,7.6
40000000,150886329,2008.0,2.35,90.0,6775,40000000.0,6.6
40000000,91729503,2009.0,1.85,105.0,28928,40000000.0,7.1
40000000,70836296,2001.0,1.85,114.0,2842,40000000.0,5.9
40000000,205400000,1991.0,2.35,206.0,698,40000000.0,8.0
40000000,137047376,2006.0,1.85,99.0,19334,40000000.0,4.6
40000000,145238250,2001.0,2.35,123.0,43917,34000000.0,6.1
40000000,187384627,2009.0,2.35,82.0,303717,40000000.0,5.2
40000000,139474906,2009.0,2.35,102.0,7009,20000000.0,6.4
40000000,91455875,2010.0,1.85,114.0,2091,40455386.33009198,6.4
40000000,141484812,2003.0,1.85,98.0,22318,40000000.0,5.8
40000000,58855732,2001.0,2.35,106.0,2544,40000000.0,6.4
40000000,87145086,2011.0,2.35,118.0,13943,40000000.0,7.3
40000000,118097882,2004.0,1.85,106.0,2325,50000000.0,6.1
40000000,74156610,2013.0,2.35,89.0,3361,40000000.0,5.9
40000000,71743823,1998.0,2.35,108.0,8610,40000000.0,6.1
40000000,87949859,1997.0,1.85,98.0,7039,40000000.0,5.2
40000000,105945357,2014.0,2.35,116.0,30571,42000000.0,6.3
40000000,75389090,2002.0,1.85,131.0,17152,35000000.0,7.7
40000000,104407366,2006.0,2.35,130.0,63986,40000000.0,8.5
40000000,114830111,2006.0,2.35,99.0,18693,40000000.0,6.8
40000000,127234389,2010.0,2.35,107.0,4243,40000000.0,6.4
40000000,55249159,2012.0,1.85,105.0,9069,25000000.0,6.6
40000000,191200000,1987.0,2.35,130.0,1233,30000000.0,6.7
40000000,121032272,2006.0,1.85,139.0,848,40000000.0,7.8
40000000,146300356,2007.0,1.85,95.0,2787,40455386.33009198,6.5
40000000,49851591,1986.0,2.35,116.0,2179,40000000.0,5.9
40000000,92111551,2004.0,2.35,96.0,41293,40000000.0,6.6
40000000,92256918,2005.0,2.35,104.0,1274,43000000.0,6.5
40000000,65282732,2014.0,2.35,134.0,2281,40000000.0,6.9
40000000,106548738,2008.0,2.35,101.0,4298,40000000.0,5.8
40000000,45916769,1997.0,2.35,135.0,16762,40000000.0,7.1
40000000,44948240,1992.0,2.35,106.0,519,40000000.0,6.0
40000000,58250151,1997.0,1.85,155.0,37570,36000000.0,7.2
40000000,86760995,2014.0,2.35,136.0,28927,40000000.0,6.1
40000000,155011165,2011.0,2.35,92.0,3074,40000000.0,5.9
40000000,50071069,2005.0,2.35,104.0,1827,30000000.0,6.2
40000000,128884494,2007.0,2.35,102.0,4324,40000000.0,4.7
40000000,126069509,2014.0,1.85,94.0,1488,40000000.0,5.1
40000000,95989590,2011.0,2.35,111.0,4486,40000000.0,6.2
40000000,38087756,1994.0,1.85,95.0,4634,40000000.0,5.2
40000000,90717684,2000.0,1.85,103.0,26938,40000000.0,5.5
40000000,101162106,2011.0,2.35,109.0,390,40000000.0,7.0
40000000,41294674,2012.0,2.35,95.0,1070,40000000.0,5.8
40000000,72295262,2011.0,2.35,112.0,3432,40000000.0,6.4
40000000,96398826,1999.0,2.35,123.0,12970,40000000.0,6.5
40000000,51867723,2000.0,1.85,94.0,1238,60000000.0,4.7
40000000,34416893,1991.0,2.35,140.0,3044,38000000.0,7.2
40000000,53864342,1999.0,1.85,102.0,2913,40000000.0,5.8
40000000,55696705,2000.0,1.85,123.0,23920,40000000.0,7.2
40000000,49686263,2008.0,2.35,102.0,3239,40000000.0,5.7
40000000,55247881,2011.0,2.35,129.0,15595,40000000.0,6.9
40000000,31835600,1994.0,1.85,93.0,2711,25000000.0,6.0
40000000,59795070,2010.0,2.35,107.0,621,40000000.0,6.5
40000000,46666955,2005.0,2.35,117.0,3969,40000000.0,5.0
40000000,30199105,2000.0,2.35,116.0,3753,40000000.0,5.7
40000000,69807260,2013.0,1.85,113.0,36009,40000000.0,6.4
40000000,40435694,2000.0,2.35,107.0,4565,40000000.0,5.1
40000000,31670620,2005.0,2.35,135.0,5917,40000000.0,7.0
40000000,28544120,1999.0,1.85,90.0,1335,40000000.0,5.3
40000000,27682712,1996.0,2.35,99.0,10469,40000000.0,4.4
40000000,27053815,2001.0,2.35,104.0,2888,40000000.0,4.7
40000000,78269970,2008.0,1.85,115.0,77823,35000000.0,6.7
40000000,65754228,2001.0,1.85,119.0,29484,40000000.0,6.7
40000000,24172899,1994.0,1.85,128.0,3126,40000000.0,6.1
40000000,38172500,1981.0,2.35,100.0,931,12500000.0,7.4
40000000,22433915,2002.0,2.35,108.0,34377,60000000.0,6.2
40000000,22365133,1999.0,1.85,128.0,3821,60000000.0,5.9
40000000,46176322,2004.0,2.35,84.0,5039,40000000.0,4.0
40000000,47085064,2009.0,1.85,87.0,24770,40000000.0,7.8
40000000,37750754,1995.0,2.35,131.0,18913,45000000.0,4.6
40000000,20278055,1996.0,1.85,111.0,17877,40000000.0,6.2
40000000,25693998,2012.0,2.35,107.0,1702,40000000.0,6.5
40000000,169590606,2012.0,2.35,114.0,7099,45000000.0,7.6
40000000,20790486,2012.0,2.35,91.0,222,40000000.0,5.9
40000000,60862471,2006.0,1.85,123.0,7243,40000000.0,6.4
40000000,19417182,2000.0,2.35,102.0,14463,40000000.0,5.1
40000000,14942422,1995.0,1.85,101.0,14008,40000000.0,5.9
40000000,14448589,2002.0,2.35,103.0,12566,40000000.0,5.8
40000000,14375181,1987.0,1.85,107.0,3374,51000000.0,4.2
40000000,14358033,1992.0,2.35,99.0,2125,40000000.0,5.9
40000000,39753957,2009.0,2.35,109.0,20503,40000000.0,5.9
40000000,21215882,2004.0,1.85,91.0,3974,30000000.0,4.8
40000000,13508635,1999.0,1.85,106.0,4327,40000000.0,6.3
40000000,35195939,2004.0,1.85,103.0,3639,60000000.0,6.2
40000000,13208023,2002.0,2.35,101.0,4262,42000000.0,3.3
40000000,12345883,2008.0,2.35,100.0,4103,40455386.33009198,6.5
40000000,13644292,2015.0,2.35,115.0,1686,40000000.0,5.8
40000000,10717421,1999.0,1.85,83.0,4024,24000000.0,4.1
40000000,17033431,2009.0,2.35,108.0,14127,33000000.0,6.8
40000000,10070651,2003.0,1.85,89.0,3096,40000000.0,5.8
40000000,7000000,1980.0,2.35,119.0,1883,36000000.0,4.7
40000000,26738000,2015.0,1.85,159.0,554,18026148.0,8.4
40000000,7974607,2001.0,1.85,102.0,2664,40000000.0,6.2
40000000,33175076,2015.0,2.35,110.0,12876,40000000.0,6.0
40000000,33175076,2015.0,2.35,110.0,12876,40000000.0,6.0
40000000,33175076,2015.0,2.35,110.0,12876,40000000.0,6.0
40000000,12624471,2002.0,2.35,93.0,4123,40000000.0,4.5
40000000,16172200,2001.0,2.35,84.0,1149,40000000.0,5.8
40000000,88069880,2013.0,1.85,126.0,12286,39200000.0,7.0
40000000,32030610,2007.0,2.35,107.0,11623,26000000.0,7.3
40000000,14938149,1994.0,1.85,111.0,2612,30000000.0,7.3
40000000,915840,2008.0,1.85,94.0,2449,40000000.0,4.4
40000000,7729552,2007.0,2.35,101.0,504,25000000.0,6.9
40000000,20722450,2006.0,2.35,93.0,15638,40000000.0,5.1
40000000,119627047,2008.0,2.35,150.0,2172,553632000.0,7.4
40000000,463730,2004.0,1.85,93.0,5240,40455386.33009198,5.7
40000000,38899792,2007.0,2.35,113.0,6267,40000000.0,7.1
40000000,27000381,2011.0,1.85,90.0,3243,25000000.0,6.8
40000000,155403,2014.0,2.126976154236567,88.0,196,40000000.0,6.4
39000000,102332135,2009.0,2.35,107.0,568,39000000.0,7.1
39000000,59950623,1983.0,2.35,125.0,2329,39000000.0,4.9
39000000,69538833,2007.0,1.85,102.0,1930,40455386.33009198,5.6
39000000,81150788,2012.0,1.85,87.0,4774,39000000.0,7.0
39000000,37956589,1996.0,2.35,93.0,2176,39000000.0,5.7
39000000,40319440,2005.0,2.35,119.0,2853,40000000.0,8.0
39000000,6429865,2004.0,2.35,110.0,2972,39000000.0,5.3
38000000,182365114,2002.0,2.35,108.0,4251,38000000.0,6.1
38000000,205298907,2009.0,2.35,96.0,22436,38000000.0,6.5
38000000,119721296,2002.0,1.85,100.0,18291,38000000.0,5.1
38000000,120000000,1994.0,2.35,118.0,6427,35000000.0,6.6
38000000,107597242,2015.0,1.85,94.0,3552,30000000.0,4.4
38000000,61894591,2012.0,2.35,115.0,216,3800000.0,8.3
38000000,116809717,2011.0,2.35,120.0,36062,38000000.0,6.9
38000000,73956241,1999.0,1.85,146.0,20516,38000000.0,7.6
38000000,94763758,2013.0,2.35,127.0,17551,38000000.0,6.4
38000000,57753825,2001.0,2.35,123.0,2912,35000000.0,6.2
38000000,50970660,2002.0,2.35,115.0,3770,38000000.0,5.6
38000000,110678636,2016.0,2.35,112.0,19974,38000000.0,5.2
38000000,98230839,2013.0,2.35,123.0,37206,38000000.0,8.1
38000000,29544532,2001.0,1.85,102.0,1440,38000000.0,5.6
38000000,24515990,2001.0,1.85,98.0,2765,38000000.0,5.5
38000000,58394308,1999.0,2.35,133.0,42344,38000000.0,6.7
38000000,17378193,1996.0,2.35,118.0,24547,38000000.0,6.1
38000000,19317765,2001.0,2.35,105.0,1265,57000000.0,6.2
38000000,27501814,1982.0,2.35,109.0,1757,15000000.0,8.2
38000000,10229300,1996.0,2.35,129.0,16237,38000000.0,6.6
38000000,17830244,2008.0,2.35,90.0,15494,55000000.0,6.5
38000000,6504442,1997.0,2.35,118.0,74,37000000.0,6.4
38000000,623374,2001.0,2.35,110.0,2120,38000000.0,5.2
38000000,5473041,2007.0,1.85,97.0,4900,38000000.0,4.8
37500000,120925697,2012.0,2.35,110.0,13396,40000000.0,5.7
37500000,58792011,2012.0,1.85,144.0,427,32000000.0,7.1
37500000,9813309,2008.0,2.35,130.0,5162,40000000.0,7.3
37000000,267816276,2013.0,2.35,118.0,3425,37000000.0,7.0
37000000,173567581,2015.0,2.35,133.0,15106,35000000.0,7.7
37000000,152566881,2010.0,2.35,150.0,14296,37000000.0,7.6
37000000,168167798,2008.0,1.85,96.0,36093,37000000.0,7.0
37000000,101857425,2008.0,2.35,96.0,18178,37000000.0,6.0
37000000,99595932,2016.0,2.35,110.0,4882,38000000.0,6.1
37000000,55909910,2010.0,2.35,107.0,14483,37000000.0,5.6
37000000,97143987,2011.0,2.35,114.0,19904,37000000.0,6.0
37000000,67029956,2008.0,2.35,81.0,2268,37000000.0,4.5
37000000,48446802,1999.0,2.35,188.0,1906,37000000.0,8.0
37000000,24935799,2015.0,1.85,105.0,44037,37000000.0,5.4
37000000,24935799,2015.0,1.85,105.0,44037,37000000.0,5.4
36500000,15000000,2009.0,2.126976154236567,115.0,599,29500000.0,5.3
36000000,102226631,2002.0,1.85,116.0,20970,36000000.0,7.0
36000000,117448157,1999.0,1.85,93.0,2986,65000000.0,6.3
36000000,160000000,1983.0,2.35,121.0,762,36000000.0,6.2
36000000,65967750,2010.0,1.85,101.0,1272,36000000.0,6.4
36000000,50159144,1997.0,2.35,93.0,1874,36000000.0,6.9
36000000,57824533,2014.0,1.85,107.0,13904,36000000.0,6.4
36000000,43797731,2003.0,2.35,109.0,16611,36000000.0,6.1
36000000,23360779,2000.0,2.35,124.0,10838,34000000.0,5.7
36000000,14378353,1999.0,2.35,127.0,2393,36000000.0,6.8
36000000,13052741,1996.0,1.85,130.0,3968,36000000.0,6.7
36000000,12532777,1997.0,2.35,106.0,1942,36000000.0,7.8
36000000,2954405,2000.0,1.85,95.0,2928,36000000.0,5.3
36000000,156835197,2015.0,2.35,105.0,615,36000000.0,7.2
36000000,4020990,2011.0,2.35,102.0,3497,36000000.0,5.9
35200000,38283765,2003.0,1.85,95.0,4537,35200000.0,5.4
35000000,305705794,2009.0,1.85,129.0,3389,29000000.0,7.7
35000000,411348924,1989.0,1.85,126.0,2725,35000000.0,7.6
35000000,310332636,1999.0,2.35,95.0,47203,33000000.0,6.6
35000000,252276928,2010.0,2.35,110.0,25964,38000000.0,7.7
35000000,319700000,1992.0,2.35,121.0,1446,35000000.0,6.7
35000000,175361578,2013.0,2.35,120.0,5826,35000000.0,5.7
35000000,326073155,2006.0,2.35,109.0,23923,35000000.0,6.8
35000000,212417601,2011.0,2.35,106.0,18669,35000000.0,6.9
35000000,197692062,2001.0,1.85,88.0,4499,35000000.0,5.4
35000000,140561831,2015.0,2.35,129.0,1450,35000000.0,6.3
35000000,114962525,2013.0,2.35,125.0,19809,35000000.0,7.5
35000000,139000000,1979.0,2.35,143.0,16007,35000000.0,6.4
35000000,157852532,2008.0,2.35,123.0,25661,35000000.0,6.8
35000000,218535708,2008.0,2.35,101.0,1026,35000000.0,6.1
35000000,182291969,1991.0,2.35,128.0,24006,35000000.0,7.3
35000000,231716374,1996.0,1.85,162.0,15912,27000000.0,7.4
35000000,102115888,2005.0,1.85,105.0,2689,35000000.0,5.9
35000000,90221182,2012.0,2.35,134.0,1050,35000000.0,6.2
35000000,126204977,1997.0,2.35,138.0,19129,35000000.0,8.3
35000000,83109359,2005.0,2.35,100.0,2968,35000000.0,6.2
35000000,83226569,1997.0,1.85,90.0,23504,35000000.0,6.3
35000000,85911226,2000.0,2.35,109.0,2474,33000000.0,6.3
35000000,113354449,1995.0,2.35,108.0,1715,35000000.0,5.8
35000000,65063726,2006.0,1.85,75.0,13125,33000000.0,5.6
35000000,60376247,2010.0,2.35,123.0,2259,35000000.0,7.2
35000000,56968169,1998.0,1.85,132.0,29265,35000000.0,6.4
35000000,146595891,2011.0,2.35,109.0,20956,35000000.0,6.6
35000000,104444374,2016.0,2.35,92.0,17860,35000000.0,6.0
35000000,96096018,2007.0,2.35,87.0,16571,34000000.0,6.3
35000000,53293628,2003.0,1.85,109.0,4231,35000000.0,6.9
35000000,95104304,2009.0,1.85,88.0,53370,35000000.0,5.4
35000000,48169910,1992.0,1.85,202.0,20143,33000000.0,7.7
35000000,89102315,2009.0,2.35,92.0,2184,35000000.0,6.6
35000000,58894863,2005.0,2.35,98.0,4879,30000000.0,5.9
35000000,70187088,2007.0,2.35,91.0,52566,35000000.0,5.3
35000000,65303052,1997.0,2.35,147.0,56014,35000000.0,7.8
35000000,85761789,2008.0,2.35,103.0,16249,35000000.0,5.4
35000000,103787401,2002.0,1.85,100.0,17902,33000000.0,6.7
35000000,77392139,2004.0,1.85,104.0,41701,35000000.0,6.2
35000000,65084116,2011.0,1.85,112.0,2371,35000000.0,5.9
35000000,46309644,2006.0,2.35,101.0,966,30000000.0,6.8
35000000,165103952,2011.0,2.35,109.0,34011,40000000.0,6.7
35000000,75281179,2010.0,2.35,104.0,3356,35000000.0,5.3
35000000,84606030,2011.0,2.35,137.0,36258,35000000.0,6.6
35000000,45680201,2015.0,2.35,87.0,1679,35000000.0,5.1
35000000,50359876,2015.0,2.35,123.0,13371,35000000.0,7.1
35000000,115476509,2004.0,1.85,98.0,28027,27000000.0,7.3
35000000,99423000,1994.0,2.35,102.0,5443,35000000.0,3.8
35000000,33422806,2001.0,2.35,95.0,2643,50000000.0,4.8
35000000,33500620,1976.0,1.85,102.0,677,40455386.33009198,7.3
35000000,111854182,2002.0,1.85,150.0,1075,35000000.0,8.5
35000000,68712365,2001.0,2.35,122.0,41636,35000000.0,6.8
35000000,68712365,2001.0,2.35,122.0,41636,35000000.0,6.8
35000000,77220596,2008.0,2.35,112.0,3185,35000000.0,6.2
35000000,30307804,2002.0,2.35,101.0,3001,35000000.0,5.2
35000000,97799865,2010.0,2.35,109.0,855,35000000.0,6.1
35000000,52649951,2008.0,2.35,101.0,3612,35000000.0,6.2
35000000,54768418,1990.0,1.37,103.0,4722,35000000.0,6.2
35000000,86648359,2011.0,2.35,106.0,561,35000000.0,5.0
35000000,27107960,1980.0,2.35,111.0,2603,20000000.0,6.4
35000000,73026302,2008.0,1.85,82.0,3266,35000000.0,4.5
35000000,26613620,1999.0,2.35,112.0,5709,35000000.0,6.6
35000000,35426759,2012.0,2.35,101.0,2471,35000000.0,5.1
35000000,37066129,2004.0,2.35,102.0,3592,35000000.0,6.2
35000000,25078937,1997.0,1.85,155.0,19689,30000000.0,6.6
35000000,28391473,1992.0,2.35,140.0,1394,35000000.0,6.6
35000000,22913677,2004.0,1.85,96.0,17292,35000000.0,6.3
35000000,31393201,2012.0,2.35,91.0,24669,35000000.0,6.5
35000000,34480045,2013.0,2.35,109.0,2073,35000000.0,6.2
35000000,64188387,2005.0,1.85,76.0,1908,35000000.0,5.6
35000000,33422485,2000.0,2.35,107.0,22974,55000000.0,7.4
35000000,20606053,2007.0,2.35,120.0,1082,35000000.0,6.7
35000000,29882645,2002.0,2.35,125.0,3142,35000000.0,6.5
35000000,39340177,2010.0,1.85,92.0,6327,35000000.0,3.8
35000000,15471969,2012.0,1.85,93.0,1361,30000000.0,5.2
35000000,63211088,2007.0,2.35,92.0,32875,35000000.0,6.2
35000000,14471440,1991.0,2.35,115.0,1290,35000000.0,5.7
35000000,61721826,2011.0,1.85,139.0,13021,32000000.0,6.7
35000000,13264986,2001.0,1.85,94.0,1668,35000000.0,6.0
35000000,12506188,2006.0,1.85,83.0,5022,35000000.0,4.2
35000000,24405825,2001.0,2.35,111.0,19805,35000000.0,6.8
35000000,31878891,2009.0,2.35,100.0,5890,35000000.0,7.3
35000000,18376443,2014.0,1.85,109.0,1458,35000000.0,5.7
35000000,18376443,2014.0,1.85,109.0,1458,35000000.0,5.7
35000000,10319915,1998.0,2.35,91.0,1352,35000000.0,4.8
35000000,12254746,2009.0,2.35,101.0,1947,35000000.0,5.5
35000000,12819501,2015.0,2.35,91.0,1564,35000000.0,5.4
35000000,15461638,2006.0,1.85,96.0,24640,35000000.0,7.3
35000000,61173364,2015.0,2.35,123.0,23031,35000000.0,7.4
35000000,27480015,2013.0,2.35,141.0,301,35000000.0,7.1
35000000,10157534,2008.0,2.35,103.0,6563,35000000.0,6.0
35000000,42064105,2006.0,2.35,117.0,3611,35000000.0,6.9
35000000,16830252,2002.0,1.85,114.0,1005,35000000.0,6.3
35000000,6448817,1997.0,2.35,101.0,1993,35000000.0,4.6
35000000,4651977,1992.0,2.35,114.0,4334,35000000.0,6.9
35000000,2221994,1997.0,2.35,121.0,3125,35000000.0,6.4
35000000,2000000,2012.0,2.35,105.0,23122,35000000.0,5.7
35000000,1500000,1980.0,2.35,156.0,1573,35000000.0,8.4
35000000,630779,1999.0,2.35,148.0,5,35000000.0,6.8
35000000,17967746,2012.0,2.35,96.0,14978,35000000.0,5.5
35000000,19282590,2006.0,2.35,93.0,5377,32000000.0,5.7
35000000,11106,2015.0,2.126976154236567,109.0,1982,40455386.33009198,4.5
35000000,11106,2015.0,2.126976154236567,109.0,1980,40455386.33009198,4.5
34800000,62831715,2011.0,2.35,89.0,843,30000000.0,4.9
34000000,348319861,2014.0,2.35,113.0,1783,34000000.0,6.8
34000000,63802928,2015.0,2.35,128.0,3386,34000000.0,7.1
34000000,32014993,1993.0,2.35,139.0,1068,30000000.0,7.2
34000000,11263966,1999.0,2.35,102.0,1274,34000000.0,5.2
34000000,10672566,1999.0,1.85,109.0,52621,34000000.0,5.3
34000000,10672566,1999.0,1.85,109.0,52621,34000000.0,5.3
34000000,6543194,2000.0,2.35,114.0,1778,34000000.0,5.6
34000000,10392666,2013.0,2.35,85.0,369,34000000.0,6.3
33000000,236500000,1992.0,2.35,138.0,14619,40000000.0,7.6
33000000,173559438,2000.0,1.85,99.0,1790,30000000.0,5.1
33000000,79958599,2001.0,2.35,101.0,5942,33000000.0,5.5
33000000,165552290,2012.0,2.35,99.0,4863,33000000.0,6.5
33000000,54533774,2004.0,2.35,140.0,2114,33000000.0,6.5
33000000,41495213,2012.0,2.35,94.0,27759,30000000.0,6.5
33000000,21621188,2008.0,2.35,113.0,391,30000000.0,6.0
33000000,8408835,1999.0,2.35,124.0,13093,38000000.0,6.0
33000000,27610873,2005.0,2.35,118.0,2859,10000000.0,6.8
33000000,357687,2013.0,2.35,105.0,1843,33000000.0,7.1
32500000,572705079,1983.0,2.35,134.0,13649,32500000.0,8.4
32500000,113019290,2008.0,1.85,124.0,14504,32000000.0,7.6
32500000,48425971,2013.0,2.35,89.0,74181,35000000.0,5.6
32500000,24159934,2012.0,1.85,98.0,4151,40455386.33009198,5.6
32000000,220236410,2003.0,1.85,97.0,43354,33000000.0,6.9
32000000,152036382,1996.0,2.35,123.0,5975,32000000.0,6.4
32000000,126539117,2013.0,2.35,107.0,38751,32000000.0,6.7
32000000,116898028,2002.0,1.85,99.0,2916,35000000.0,5.1
32000000,99296462,2006.0,1.85,92.0,1729,32000000.0,5.7
32000000,59450353,1988.0,1.85,101.0,18734,32000000.0,7.0
32000000,70587268,2010.0,2.35,107.0,31529,20000000.0,6.2
32000000,140428499,2011.0,1.85,93.0,16034,32000000.0,7.5
32000000,89441732,1999.0,2.35,103.0,3004,29000000.0,6.2
32000000,82339483,2000.0,2.35,129.0,36069,32000000.0,7.2
32000000,82332450,2011.0,2.35,113.0,3500,32000000.0,4.4
32000000,36299670,1993.0,1.85,120.0,2054,32000000.0,7.1
32000000,77593167,2007.0,2.35,98.0,10938,32000000.0,6.4
32000000,94875000,1979.0,2.35,142.0,20201,35000000.0,5.9
32000000,39498360,2005.0,2.35,98.0,1400,32000000.0,6.9
32000000,61477797,2005.0,1.85,96.0,12754,32000000.0,7.5
32000000,27392609,2013.0,2.35,100.0,32094,30000000.0,5.9
32000000,18552460,1995.0,1.85,107.0,29743,32000000.0,6.4
32000000,29948322,2004.0,2.35,90.0,961,28000000.0,5.9
32000000,43603990,2010.0,2.35,102.0,2961,32000000.0,6.3
32000000,16640210,1999.0,2.35,121.0,13040,55000000.0,6.8
32000000,18195238,2010.0,2.35,119.0,2925,32000000.0,6.3
32000000,4357406,1996.0,1.85,110.0,3864,30000000.0,5.3
32000000,3588602,1997.0,1.33,75.0,7394,32000000.0,6.9
32000000,2899970,1999.0,2.35,132.0,16878,32000000.0,6.9
32000000,1308696,2006.0,1.66,105.0,2355,32000000.0,6.1
31500000,81250488,1979.0,2.35,289.0,25313,31500000.0,8.5
31500000,35643433,2016.0,2.35,113.0,10910,31500000.0,6.3
31000000,160558438,2012.0,2.35,138.0,20952,31000000.0,7.3
31000000,106282604,1995.0,2.35,143.0,2223,6500000.0,7.3
31000000,258210860,1985.0,1.85,161.0,12518,31000000.0,7.2
31000000,210300000,1979.0,2.35,126.0,1008,34000000.0,6.3
31000000,164350409,2014.0,1.37,99.0,15082,25000000.0,8.1
31000000,100655892,2015.0,2.35,99.0,40312,31000000.0,6.1
31000000,68079671,2000.0,2.35,118.0,4045,31000000.0,7.3
31000000,30885781,2001.0,2.35,101.0,13811,31000000.0,6.9
31000000,15826984,2010.0,1.85,106.0,17560,31000000.0,6.5
30000000,364545516,1995.0,1.85,74.0,19046,30000000.0,8.3
30000000,306776732,2002.0,1.85,113.0,813,45000000.0,7.2
30000000,228641283,1999.0,1.85,93.0,26760,34200000.0,6.4
30000000,286500000,2001.0,1.85,108.0,7872,30000000.0,6.4
30000000,197618160,2012.0,2.35,104.0,18322,30000000.0,6.8
30000000,283200000,1994.0,2.35,116.0,20966,25000000.0,7.2
30000000,200500000,1990.0,2.35,135.0,2575,30000000.0,7.6
30000000,177025498,2013.0,1.85,132.0,20035,30000000.0,7.2
30000000,136706683,2000.0,2.35,120.0,54877,30000000.0,7.8
30000000,212453431,2009.0,1.85,112.0,2639,30000000.0,8.0
30000000,167791704,2004.0,2.35,92.0,4730,20000000.0,6.7
30000000,167791704,2004.0,2.35,92.0,4730,20000000.0,6.7
30000000,191502246,1991.0,1.85,99.0,3696,38000000.0,6.8
30000000,212400000,1995.0,2.35,90.0,2203,30000000.0,6.3
30000000,165334774,2001.0,1.85,111.0,13645,37000000.0,6.2
30000000,176885658,1999.0,1.85,103.0,24333,30000000.0,6.7
30000000,181489203,1996.0,1.85,103.0,3143,26000000.0,6.2
30000000,232016402,2004.0,2.35,132.0,28830,30000000.0,8.1
30000000,328125643,1995.0,2.35,127.0,22678,33000000.0,8.6
30000000,156822020,2003.0,2.35,138.0,1942,25000000.0,8.0
30000000,142051255,2004.0,1.85,87.0,20097,30000000.0,7.0
30000000,166842739,2009.0,1.85,108.0,35209,25000000.0,7.4
30000000,116117340,2004.0,2.35,123.0,34495,29000000.0,7.9
30000000,169173206,2009.0,1.85,102.0,4516,30000000.0,4.2
30000000,160247805,2008.0,2.35,111.0,2978,30000000.0,6.1
30000000,103284813,2000.0,1.85,78.0,4527,30000000.0,6.1
30000000,74787599,1991.0,1.85,132.0,1936,30000000.0,6.6
30000000,92494381,2005.0,2.35,109.0,2740,45000000.0,6.9
30000000,160502573,1994.0,1.85,133.0,26388,30000000.0,7.5
30000000,170466405,2012.0,2.35,119.0,37387,30000000.0,7.4
30000000,115121608,2013.0,2.35,98.0,337,35000000.0,6.9
30000000,107054484,2002.0,1.85,125.0,1556,30000000.0,7.2
30000000,122529966,2014.0,1.85,85.0,18795,42000000.0,5.8
30000000,71172251,2001.0,1.85,87.0,2911,30000000.0,5.4
30000000,246100000,1995.0,1.85,91.0,1185,30000000.0,6.8
30000000,133085295,2012.0,2.35,100.0,19420,30000000.0,6.3
30000000,105173042,2008.0,1.85,118.0,16758,30000000.0,7.2
30000000,61950770,2002.130733382389,1.78,44.0,3418,40455386.33009198,8.7
30000000,64170447,2008.0,1.85,99.0,6930,30000000.0,6.0
30000000,81529000,1998.0,1.85,114.0,2860,30000000.0,5.9
