movie_title,production_budget,budget,imdb_score,opening_gross,screens,duration,title_year,cast_total_facebook_likes,aspect_ratio,worldwide_gross
The Legend of Hercules ,70000000,70000000.0,4.2,8600000.0,2104.0,99.0,2014.0,1520,2.35,61402445
Ballistic: Ecks vs. Sever ,70000000,70000000.0,3.6,7010474.0,2705.0,91.0,2002.0,1846,2.35,14294842
Osmosis Jones ,70000000,70000000.0,6.2,5271248.0,2305.0,95.0,2001.0,3734,2.35,13596911
Legends of Oz: Dorothy's Return ,70000000,70000000.0,5.6,3715931.0,2575.0,88.0,2013.0,6946,2.1266829018201814,20107933
Blackhat ,70000000,70000000.0,5.4,4415000.0,2567.0,133.0,2015.0,28129,2.35,19535476
Basic Instinct 2 ,70000000,70000000.0,4.2,3201420.0,2239.67397260274,116.0,2006.0,1899,2.35,35417162
Despicable Me ,69000000,69000000.0,7.7,56397125.0,3476.0,87.0,2010.0,11608,1.85,543495033
Dinner for Schmucks ,69000000,37123391.33528162,5.9,23527839.0,2911.0,114.0,2010.0,10419,1.85,86796502
The Twilight Saga: Eclipse ,68000000,68000000.0,4.9,83637242.0,4468.0,124.0,2010.0,52547,2.35,706102828
The Sum of All Fears ,68000000,68000000.0,6.4,31178526.0,3183.0,124.0,2002.0,12556,2.35,193500000
Ted 2 ,68000000,68000000.0,6.4,33507870.0,3442.0,125.0,2015.0,30010,2.35,216500183
Hall Pass ,68000000,36000000.0,5.9,13535374.0,2950.0,111.0,2011.0,3393,2.35,87173475
Dreamcatcher ,68000000,68000000.0,5.5,15027423.0,2945.0,136.0,2003.0,12194,2.35,75685268
Mystery Men ,68000000,65000000.0,6.0,10017865.0,2136.0,121.0,1999.0,3986,1.85,33462011
The Insider ,68000000,68000000.0,7.9,6712361.0,1809.0,157.0,1999.0,18216,2.35,60265197
Body of Lies ,67500000,70000000.0,7.1,12884416.0,2710.0,128.0,2008.0,29824,2.35,118556530
Abraham Lincoln: Vampire Hunter ,67500000,69000000.0,5.9,16306974.0,3108.0,105.0,2012.0,8281,2.35,137489730
The Last Legion ,67000000,35000000.0,5.4,2746312.0,2002.0,102.0,2007.0,14625,2.35,25357771
Entrapment ,66000000,66000000.0,6.2,20145595.0,2815.0,113.0,1999.0,1302,2.35,211700000
Need for Speed ,66000000,66000000.0,6.5,17844939.0,3115.0,132.0,2014.0,7081,2.35,194169619
Saving Private Ryan ,65000000,70000000.0,8.6,30576104.0,2463.0,169.0,1998.0,44998,1.85,485035085
What Women Want ,65000000,70000000.0,6.4,33614543.0,3012.0,127.0,2000.0,5838,1.37,374105123
Lincoln ,65000000,65000000.0,7.4,21049406.0,1775.0,150.0,2012.0,25517,2.35,273346281
Ice Age ,65000000,59000000.0,7.6,46312454.0,3316.0,103.0,2002.0,5437,1.85,386116343
The Matrix ,65000000,63000000.0,8.7,27788331.0,2849.0,136.0,1999.0,18563,2.35,463517383
The Santa Clause 2 ,65000000,60000000.0,5.5,29008696.0,3350.0,104.0,2002.0,5265,1.85,172825854
You've Got Mail ,65000000,65000000.0,6.5,18426749.0,2691.0,119.0,1998.0,17768,1.85,250800000
Unbroken ,65000000,65000000.0,7.2,30621445.0,3131.0,137.0,2014.0,2938,2.35,163442936
Due Date ,65000000,65000000.0,6.6,32689406.0,3355.0,95.0,2010.0,23018,2.35,211739043
Step Brothers ,65000000,65000000.0,6.9,30940732.0,3094.0,106.0,2008.0,11264,2.35,128468793
The Mask of Zorro ,65000000,65000000.0,6.7,22525855.0,2515.0,136.0,1998.0,12396,2.35,233700000
Space Cowboys ,65000000,65000000.0,6.4,18093776.0,2805.0,130.0,2000.0,17771,2.35,128874043
Annie ,65000000,65000000.0,5.2,15861939.0,3116.0,118.0,2014.0,4796,2.39,139840525
World Trade Center ,65000000,63000000.0,6.0,18730762.0,2239.67397260274,129.0,2006.0,14421,1.85,163295654
The Kid ,65000000,60000000.0,6.1,12687726.0,2167.0,104.0,2000.0,16452,1.85,69688384
Mona Lisa Smile ,65000000,65000000.0,6.4,11528498.0,2677.0,117.0,2003.0,12850,1.85,141205169
The Dictator ,65000000,65000000.0,6.4,17435092.0,3008.0,99.0,2012.0,1375,2.35,180148897
Eyes Wide Shut ,65000000,65000000.0,7.3,21706163.0,2411.0,159.0,1999.0,11424,1.66,104267443
This Means War ,65000000,65000000.0,6.3,17405930.0,3189.0,103.0,2012.0,29808,2.35,156974557
Focus ,65000000,50100000.0,6.6,18685137.0,3323.0,105.0,2015.0,11943,1.85,154362963
Blade: Trinity ,65000000,65000000.0,5.9,16061271.0,2912.0,122.0,2004.0,19764,2.35,132397389
We Are Marshall ,65000000,65000000.0,7.1,8582508.0,2239.67397260274,131.0,2006.0,12088,2.35,43545364
Everest ,65000000,55000000.0,7.1,13242895.0,3006.0,121.0,2015.0,2131,2.35,221662676
Resident Evil: Retribution ,65000000,65000000.0,5.4,21052227.0,3012.0,96.0,2012.0,17913,2.35,238940997
Primary Colors ,65000000,65000000.0,6.7,12045395.0,1965.0,143.0,1998.0,1409,2.35,39017984
Fight Club ,65000000,63000000.0,8.8,11035485.0,1963.0,151.0,1999.0,13209,2.35,100853753
Death Race ,65000000,45000000.0,6.4,12621090.0,2532.0,111.0,2008.0,28643,2.35,72516819
The Long Kiss Goodnight ,65000000,65000000.0,6.7,9065363.0,2247.0,121.0,1996.0,1531,2.35,33447612
Proof of Life ,65000000,65000000.0,6.2,10207869.0,2705.0,135.0,2000.0,1013,2.35,62761005
Elektra ,65000000,43000000.0,4.8,14792335.0,3203.0,100.0,2005.0,7048,2.35,56409722
Astro Boy ,65000000,65000000.0,6.3,6702923.0,3014.0,94.0,2009.0,23365,2.35,41636243
Sin City: A Dame to Kill For ,65000000,65000000.0,6.5,6317683.0,2894.0,102.0,2014.0,49433,1.85,39499349
Lucky Numbers ,65000000,65000000.0,5.0,4536625.0,2497.0,105.0,2000.0,3580,1.85,10014234
Oliver Twist ,65000000,50000000.0,6.9,68447.0,5.0,130.0,2005.0,450,2.35,26670920
Littleman ,64000000,64000000.0,4.3,21613176.0,2533.0,98.0,2006.0,6334,1.85,101636047
Random Hearts ,64000000,64000000.0,5.1,13012585.0,2697.0,133.0,1999.0,16710,1.85,63200000
Perfume: The Story of a Murderer ,63700000,50000000.0,7.5,55527.0,3.0,147.0,2006.0,253,2.35,133603463
Austin Powers in Goldmember ,63000000,63000000.0,6.2,73071188.0,3613.0,94.0,2002.0,2725,2.35,292738626
Hop ,63000000,63000000.0,5.5,37543710.0,3579.0,95.0,2011.0,2558,1.85,188657593
U-571 ,62000000,62000000.0,6.6,19553310.0,2583.0,116.0,2000.0,14931,2.35,127630030
The Hateful Eight ,62000000,44000000.0,7.9,16240000.0,2239.67397260274,187.0,2015.0,49912,2.76,145478036
The Love Guru ,62000000,62000000.0,3.8,13907130.0,3012.0,87.0,2008.0,6658,2.35,40123346
3000 Miles to Graceland ,62000000,42000000.0,5.9,7160521.0,2545.0,125.0,2001.0,14536,2.35,18708848
Gone Girl ,61000000,61000000.0,8.1,37513109.0,3014.0,149.0,2014.0,4348,2.35,368567189
Blades of Glory ,61000000,61000000.0,6.3,33014202.0,3372.0,93.0,2007.0,13232,1.85,145594548
The Scorch Trials ,61000000,61000000.0,6.4,30316510.0,3791.0,132.0,2015.0,2517,2.35,310697192
2 Guns ,61000000,61000000.0,6.7,27059130.0,3025.0,109.0,2013.0,20148,2.35,132493015
Meet the Fockers ,60000000,80000000.0,6.3,46120980.0,3518.0,106.0,2004.0,24938,1.85,516567575
The Lego Movie ,60000000,60000000.0,7.8,69050279.0,3775.0,100.0,2014.0,22128,2.35,457729388
300 ,60000000,65000000.0,7.7,70885301.0,2239.67397260274,117.0,2006.0,32360,2.35,454161935
Wild Hogs ,60000000,37123391.33528162,5.9,39699023.0,3.0,100.0,2007.0,1412,2.35,253555383
Marley & Me ,60000000,60000000.0,7.1,36367586.0,3480.0,115.0,2008.0,4811,2.35,247812011
The Green Mile ,60000000,60000000.0,8.5,18017152.0,2875.0,189.0,1999.0,17716,1.85,290701374
Chicken Little ,60000000,150000000.0,5.8,40049778.0,3654.0,81.0,2005.0,2252,1.85,310043823
The Truman Show ,60000000,60000000.0,8.1,31542121.0,2315.0,103.0,1998.0,3698,1.85,264118201
The Bourne Identity ,60000000,60000000.0,7.9,27118640.0,2638.0,119.0,2002.0,13249,2.35,214357371
Couples Retreat ,60000000,60000000.0,5.5,34286740.0,3000.0,113.0,2009.0,8172,1.85,172450423
The Italian Job ,60000000,60000000.0,7.0,19457944.0,2633.0,111.0,2003.0,35084,2.35,176262839
Daddy Day Care ,60000000,60000000.0,5.5,27623580.0,3370.0,92.0,2003.0,4050,1.85,164285587
The General's Daughter ,60000000,95000000.0,6.3,22332053.0,2856.0,116.0,1999.0,2321,2.35,149705852
The Prince of Egypt ,60000000,70000000.0,7.0,14524321.0,3118.0,99.0,1998.0,1195,1.85,218613188
Collateral ,60000000,65000000.0,7.6,24701458.0,3188.0,120.0,2004.0,13581,2.35,217670152
Cats & Dogs ,60000000,60000000.0,5.2,21707617.0,3040.0,87.0,2001.0,4171,1.85,200700000
Two Weeks Notice ,60000000,60000000.0,6.1,14328494.0,2755.0,101.0,2002.0,2636,1.85,199043309
Antz ,60000000,105000000.0,6.6,17195160.0,2449.0,83.0,1998.0,25788,1.85,152457863
The Scorpion King ,60000000,60000000.0,5.5,36075875.0,3444.0,100.0,2002.0,14611,2.35,165890634
Starsky & Hutch ,60000000,60000000.0,6.1,28103367.0,3185.0,101.0,2004.0,3943,2.35,170200225
Cheaper by the Dozen 2 ,60000000,60000000.0,5.4,15340679.0,3175.0,94.0,2005.0,20348,2.35,135015330
Eat Pray Love ,60000000,60000000.0,5.7,23104523.0,3082.0,140.0,2010.0,20440,1.85,206598789
Man on Fire ,60000000,70000000.0,7.7,22751490.0,2979.0,146.0,2004.0,20454,2.35,130968579
Any Given Sunday ,60000000,55000000.0,6.8,13584625.0,2505.0,156.0,1999.0,20761,2.35,100230832
The Horse Whisperer ,60000000,60000000.0,6.5,13685488.0,2039.0,170.0,1998.0,20683,1.85,186883563
Coraline ,60000000,60000000.0,7.7,16849646.0,2299.0,100.0,2009.0,647,1.85,126037057
Ladder 49 ,60000000,55000000.0,6.5,22088204.0,3260.0,115.0,2004.0,4496,1.85,102332848
Deep Blue Sea ,60000000,60000000.0,5.8,19107643.0,2854.0,105.0,1999.0,3697,2.35,165048228
Kangaroo Jack ,60000000,60000000.0,4.4,21895483.0,2818.0,89.0,2003.0,1233,2.35,90723216
The Happening ,60000000,48000000.0,5.0,30517109.0,2986.0,91.0,2008.0,13654,1.85,162778384
London Has Fallen ,60000000,60000000.0,5.9,21635601.0,3490.0,99.0,2016.0,20276,2.35,193857962
The Shaggy Dog ,60000000,50000000.0,4.4,16310058.0,3501.0,98.0,2006.0,24664,2.35,87123569
Jingle All the Way ,60000000,60000000.0,5.4,12112267.0,2401.0,94.0,1996.0,4530,1.85,129832389
A Civil Action ,60000000,60000000.0,6.5,15163484.0,1802.0,115.0,1998.0,4713,2.35,56709981
Joy ,60000000,60000000.0,6.6,17500000.0,2896.0,124.0,2015.0,75793,1.85,100751232
The Jackal ,60000000,60000000.0,6.3,15164595.0,2193.0,124.0,1997.0,38227,2.35,159356941
Paycheck ,60000000,60000000.0,6.3,13462374.0,2762.0,119.0,2003.0,3637,2.35,98819789
Up Close & Personal ,60000000,60000000.0,6.1,187067.0,2239.67397260274,124.0,1996.0,3653,1.85,100645801
The Tale of Despereaux ,60000000,60000000.0,6.1,10103675.0,2758.0,93.0,2008.0,13403,2.35,90482317
The Tuxedo ,60000000,60000000.0,5.3,15051028.0,3022.0,98.0,2002.0,2018,1.85,104429625
Jack Ryan: Shadow Recruit ,60000000,60000000.0,6.2,17200000.0,3387.0,105.0,2014.0,1411,2.35,131377412
Miss Congeniality 2: Armed and Fabulous ,60000000,45000000.0,5.0,14043215.0,3233.0,115.0,2005.0,4305,2.35,101382396
Alien: Resurrection ,60000000,75000000.0,6.3,16474092.0,2415.0,116.0,1997.0,3090,2.35,160700000
Shooter ,60000000,61000000.0,7.2,14523571.0,2806.0,124.0,2007.0,1640,2.35,95538560
Practical Magic ,60000000,48000000.0,6.1,13104694.0,2652.0,104.0,1998.0,4294,2.35,68336997
Gangster Squad ,60000000,60000000.0,6.7,17070347.0,3103.0,113.0,2013.0,34738,2.35,104100903
Year One ,60000000,60000000.0,4.9,19610304.0,3022.0,100.0,2009.0,12258,1.85,57604723
Edge of Darkness ,60000000,80000000.0,6.6,17214384.0,3066.0,117.0,2010.0,7053,2.35,82812456
Star Trek: Nemesis ,60000000,60000000.0,6.4,18513305.0,2711.0,116.0,2002.0,31224,2.35,67312826
Reign of Fire ,60000000,60000000.0,6.2,15632281.0,2629.0,101.0,2002.0,53024,2.35,82150183
Planet 51 ,60000000,70000000.0,6.1,12286129.0,3.0,91.0,2009.0,22668,2.35,108996113
Duplicity ,60000000,60000000.0,6.2,13965110.0,2574.0,125.0,2009.0,10623,2.35,81079566
Righteous Kill ,60000000,60000000.0,6.0,16288361.0,3152.0,101.0,2008.0,38809,2.35,78481410
Invictus ,60000000,60000000.0,7.4,8611147.0,2125.0,134.0,2009.0,24458,2.35,124514011
State of Play ,60000000,37123391.33528162,7.1,14071280.0,2803.0,127.0,2009.0,19776,2.35,88832210
My Favorite Martian ,60000000,65000000.0,4.9,11181043.0,2275.0,94.0,1999.0,2151,1.85,36850101
The Sentinel ,60000000,60000000.0,6.1,14367854.0,2822.0,107.0,2006.0,1352,2.35,78080697
Trouble with the Curve ,60000000,37123391.33528162,6.8,12162040.0,3212.0,111.0,2012.0,17871,2.35,47818913
Intolerable Cruelty ,60000000,60000000.0,6.3,12525075.0,2564.0,100.0,2003.0,1395,1.85,121327628
The Relic ,60000000,40000000.0,5.7,9064143.0,2095.0,110.0,1997.0,1976,2.35,33956608
Mercury Rising ,60000000,60000000.0,6.1,10104715.0,2386.0,111.0,1998.0,16536,2.35,32983332
Almost Famous ,60000000,60000000.0,7.9,2314646.0,131.0,152.0,2000.0,36897,1.85,47371191
Analyze That ,60000000,60000000.0,5.9,11034422.0,2635.0,96.0,2002.0,22889,1.85,54994757
The Soloist ,60000000,60000000.0,6.7,9716458.0,2024.0,117.0,2009.0,23745,2.35,38389024
The Mortal Instruments: City of Bones ,60000000,60000000.0,6.0,9336957.0,3118.0,130.0,2013.0,10247,2.35,75965567
The Legend of Bagger Vance ,60000000,60000000.0,6.7,11516712.0,2061.0,126.0,2000.0,34774,1.85,39235486
Dragonfly ,60000000,60000000.0,6.1,10216025.0,2507.0,104.0,2002.0,2109,2.35,30063805
Priest ,60000000,60000000.0,5.7,14953664.0,2864.0,87.0,2011.0,1417,2.35,84154026
xXx: State of the Union ,60000000,87000000.0,4.3,12712272.0,3480.0,101.0,2005.0,993,2.35,71073932
Event Horizon ,60000000,60000000.0,6.7,9511915.0,2311.0,130.0,1997.0,2525,2.35,26673242
Sinbad: Legend of the Seven Seas ,60000000,60000000.0,6.7,6874477.0,3086.0,85.0,2003.0,11301,1.66,80767884
Dark Water ,60000000,30000000.0,5.6,9939251.0,2657.0,103.0,2005.0,1467,2.35,49473093
The Black Dahlia ,60000000,50000000.0,5.6,10005895.0,2226.0,121.0,2006.0,22833,2.35,49238525
Edtv ,60000000,55000000.0,6.1,8311290.0,2626.0,122.0,1999.0,15275,1.85,35319689
The Spirit ,60000000,60000000.0,4.8,6463278.0,2509.0,103.0,2008.0,20881,2.35,39006188
The Last Castle ,60000000,60000000.0,6.9,7088213.0,2262.0,131.0,2001.0,3012,2.35,20541668
Inkheart ,60000000,60000000.0,6.1,7601379.0,2655.0,106.0,2008.0,5329,2.35,66655938
Supernova ,60000000,65000000.0,4.8,6731940.0,2280.0,91.0,2000.0,1262,2.35,14218868
Flyboys ,60000000,60000000.0,6.6,6004219.0,2033.0,140.0,2006.0,12634,2.35,14816379
Winter's Tale ,60000000,60000000.0,6.2,8007059.0,2965.0,118.0,2014.0,22447,2.35,22468620
Holy Man ,60000000,60000000.0,4.9,5106919.0,2013.0,114.0,1998.0,2367,2.35,12069719
Meet Dave ,60000000,60000000.0,4.9,5251918.0,3011.0,90.0,2008.0,1865,1.85,50648806
The Great Raid ,60000000,80000000.0,6.7,3376009.0,819.0,132.0,2005.0,12133,2.35,10597070
Mortdecai ,60000000,60000000.0,5.5,4200586.0,2648.0,107.0,2015.0,42683,2.35,30396134
In the Name of the King: A Dungeon Siege Tale ,60000000,60000000.0,3.8,2984524.0,1632.0,156.0,2007.0,26564,2.35,13075656
Beyond Borders ,60000000,35000000.0,6.5,2076402.0,1798.0,127.0,2003.0,12947,2.35,11427090
Deadpool ,58000000,58000000.0,8.1,135050000.0,3558.0,108.0,2016.0,18239,2.35,783770709
American Sniper ,58000000,58800000.0,7.3,89269067.0,3555.0,133.0,2014.0,16277,2.35,547326372
Goosebumps ,58000000,58000000.0,6.4,23618556.0,3501.0,103.0,2015.0,5497,2.35,158162788
Red Tails ,58000000,58000000.0,5.9,18782154.0,2512.0,125.0,2012.0,4416,2.35,50365498
Just Like Heaven ,58000000,58000000.0,6.7,16408718.0,3508.0,95.0,2005.0,2876,1.85,100687083
The Internship ,58000000,58000000.0,6.3,17325307.0,3366.0,125.0,2013.0,5081,2.35,93672764
The Flintstones in Viva Rock Vegas ,58000000,60000000.0,3.6,10518435.0,3040.0,90.0,2000.0,6299,1.85,59431365
Leatherheads ,58000000,58000000.0,6.0,12682595.0,2769.0,114.0,2008.0,589,1.85,41348628
Did You Hear About the Morgans? ,58000000,58000000.0,4.7,6616571.0,2718.0,103.0,2009.0,3150,2.35,80480566
Resident Evil: Afterlife ,57500000,60000000.0,5.9,26650264.0,3203.0,97.0,2010.0,16098,2.35,295874190
That's My Boy ,57500000,70000000.0,5.6,13453714.0,3030.0,116.0,2012.0,16484,2.35,58085235
The Devil's Advocate ,57000000,57000000.0,7.5,12170536.0,2161.0,136.0,1997.0,45271,2.35,153007424
Ghost Rider: Spirit of Vengeance ,57000000,57000000.0,4.3,22115334.0,3174.0,96.0,2011.0,16121,2.35,149217355
DragonHeart ,57000000,57000000.0,6.4,1238000.0,2239.67397260274,103.0,1996.0,2710,2.35,104364680
After the Sunset ,57000000,58000000.0,6.3,11100392.0,2819.0,97.0,2004.0,9814,2.35,38329114
Captain Corelli's Mandolin ,57000000,57000000.0,5.9,7209345.0,1595.0,131.0,2001.0,23325,2.35,62097495
The Pacifier ,56000000,56000000.0,5.5,30552694.0,3131.0,95.0,2005.0,16884,2.35,198006880
Alvin and the Chipmunks ,55000000,60000000.0,5.2,44307417.0,3475.0,92.0,2007.0,2847,1.85,362605033
Hitch ,55000000,70000000.0,6.6,43142214.0,3575.0,118.0,2005.0,13426,2.35,366784257
The Pursuit of Happyness ,55000000,55000000.0,8.0,26541709.0,2852.0,117.0,2006.0,11036,2.35,307325633
The Nutty Professor ,55000000,54000000.0,5.6,25400000.0,2115.0,95.0,1996.0,3155,1.85,273814019
Captain Phillips ,55000000,55000000.0,7.9,26000000.0,3020.0,134.0,2013.0,16281,2.35,220648184
George of the Jungle ,55000000,55000000.0,5.4,22878989.0,2506.0,92.0,1997.0,4518,1.85,174463257
American Wedding ,55000000,55000000.0,6.3,33369440.0,3172.0,74.0,2003.0,5713,2.35,126425115
The Equalizer ,55000000,55000000.0,7.2,34137828.0,3236.0,132.0,2014.0,37605,2.35,192165283
Date Night ,55000000,55000000.0,6.3,25207599.0,3374.0,101.0,2010.0,39822,2.35,152269033
Maid in Manhattan ,55000000,55000000.0,5.1,18711407.0,2838.0,105.0,2002.0,7184,2.35,163838217
Flightplan ,55000000,55000000.0,6.2,24629938.0,3424.0,98.0,2005.0,2287,2.35,214392904
City of Angels ,55000000,55000000.0,6.7,15369048.0,2212.0,114.0,1998.0,13905,2.35,198750909
Paddington ,55000000,55000000.0,7.2,25205000.0,3303.0,95.0,2014.0,3697,2.35,259541430
Kill Bill: Vol. 1 ,55000000,30000000.0,8.1,22089322.0,3102.0,111.0,2003.0,3983,2.35,176469428
Mr. Popper's Penguins ,55000000,55000000.0,6.0,18445355.0,3339.0,94.0,2011.0,2820,1.85,189624452
Bowfinger ,55000000,55000000.0,6.4,18062550.0,2706.0,85.0,1999.0,22458,1.37,98699769
Kill Bill: Vol. 2 ,55000000,30000000.0,8.0,25104949.0,2971.0,137.0,2004.0,1959,2.35,153535982
Shanghai Noon ,55000000,55000000.0,6.6,19647065.0,2711.0,110.0,2000.0,939,2.35,71189835
Executive Decision ,55000000,55000000.0,6.4,12100000.0,2239.67397260274,133.0,1996.0,2916,2.35,122079192
Free Birds ,55000000,55000000.0,5.9,15805237.0,3736.0,91.0,2013.0,3104,1.85,110387072
The Forbidden Kingdom ,55000000,55000000.0,6.6,21401121.0,3151.0,104.0,2008.0,7247,2.35,129075270
The Phantom of the Opera ,55000000,70000000.0,7.4,4001890.0,622.0,143.0,2004.0,20660,2.35,154605868
Muppets Most Wanted ,55000000,50000000.0,6.4,17005126.0,3194.0,119.0,2014.0,6089,1.85,79312301
Evita ,55000000,55000000.0,6.3,8381055.0,704.0,135.0,1996.0,164,2.35,151947179
Ronin ,55000000,55000000.0,7.3,12697641.0,2487.0,122.0,1998.0,24270,2.35,70692101
Burlesque ,55000000,55000000.0,6.4,11947744.0,3037.0,119.0,2010.0,4315,2.35,90552675
The Ghost and the Darkness ,55000000,55000000.0,6.8,9215063.0,2142.0,110.0,1996.0,1752,2.35,38564422
Changeling ,55000000,55000000.0,7.8,9351560.0,1.0,141.0,2008.0,12840,2.35,113805580
The Watch ,55000000,68000000.0,5.7,12750297.0,3168.0,102.0,2012.0,2488,2.35,67353000
The Hunted ,55000000,55000000.0,6.0,13482638.0,2516.0,94.0,2003.0,2248,1.85,45016494
Instinct ,55000000,55000000.0,6.5,10390387.0,2059.0,126.0,1999.0,13406,2.35,34105207
Stuck on You ,55000000,55000000.0,5.8,9411055.0,3003.0,118.0,2003.0,14036,2.35,63537164
Semi-Pro ,55000000,55000000.0,5.8,15075114.0,3121.0,99.0,2008.0,10026,2.35,43980363
Æon Flux ,55000000,62000000.0,5.5,12661112.0,2239.67397260274,93.0,2005.0,10185,2.35,47953341
Chain Reaction ,55000000,50000000.0,5.6,7546000.0,2255.0,107.0,1996.0,31014,1.85,60209334
The Fan ,55000000,55000000.0,5.8,6271406.0,2016.0,116.0,1996.0,24618,2.35,18582965
Elizabeth: The Golden Age ,55000000,55000000.0,6.9,6153075.0,2001.0,114.0,2007.0,16899,1.85,74870866
Imagine That ,55000000,55000000.0,5.6,5503519.0,3008.0,107.0,2009.0,3742,2.35,16123323
Gods and Generals ,55000000,56000000.0,6.3,4675246.0,1533.0,280.0,2003.0,1671,2.35,12923936
Turbulence ,55000000,71000000.0,4.7,4464008.0,2094.0,100.0,1997.0,3952,2.35,11532774
Bullet to the Head ,55000000,55000000.0,5.7,4548201.0,2404.0,92.0,2012.0,25418,1.85,22597969
All the King's Men ,55000000,55000000.0,6.2,3672366.0,1514.0,128.0,2006.0,27614,1.85,9521458
Thunderbirds ,55000000,57000000.0,4.2,2766810.0,2057.0,95.0,2004.0,2260,1.85,28231444
A Very Long Engagement ,55000000,47000000.0,7.7,101749.0,4.0,133.0,2004.0,405,2.35,69759296
Eye See You ,55000000,55000000.0,5.3,32300.0,78.0,96.0,2002.0,15803,2.35,1807990
"You, Me and Dupree ",54000000,54000000.0,5.6,21525560.0,3131.0,110.0,2006.0,847,1.85,130402010
Seven Pounds ,54000000,55000000.0,7.7,14851136.0,2758.0,123.0,2008.0,14727,2.35,166617328
Elizabethtown ,54000000,57000000.0,6.4,10618711.0,2517.0,123.0,2005.0,12700,1.85,50719373
Gigli ,54000000,54000000.0,2.4,3753518.0,2215.0,121.0,2003.0,286,2.35,7126002
Shaft ,53012938,46000000.0,5.9,21714757.0,2337.0,99.0,2000.0,26527,2.35,107190108
The Dukes of Hazzard ,53000000,50000000.0,5.1,30675314.0,3785.0,107.0,2005.0,2297,2.35,109848461
Law Abiding Citizen ,53000000,50000000.0,7.4,21039502.0,2890.0,118.0,2009.0,22517,2.35,131159781
Anastasia ,53000000,50000000.0,7.1,204350.0,200.0,94.0,1997.0,6017,2.35,139801410
Moulin Rouge! ,53000000,52500000.0,7.6,71614.0,51.0,127.0,2001.0,2601,2.35,179213196
Domestic Disturbance ,53000000,53000000.0,5.5,14033112.0,2910.0,89.0,2001.0,13390,2.35,54207112
Flags of Our Fathers ,53000000,90000000.0,7.1,10245190.0,1876.0,135.0,2006.0,24468,2.35,63657941
Grindhouse ,53000000,53000000.0,7.6,11596613.0,2624.0,189.0,2007.0,22186,2.35,50187789
Beloved ,53000000,55000000.0,5.9,8165551.0,1501.0,172.0,1998.0,2397,1.85,22852487
Zero Dark Thirty ,52500000,40000000.0,7.4,417150.0,5.0,157.0,2012.0,2759,1.85,134612435
Catch Me If You Can ,52000000,52000000.0,8.0,30082000.0,3156.0,141.0,2002.0,48153,1.85,355612291
Mamma Mia! ,52000000,52000000.0,6.3,27751240.0,2976.0,108.0,2008.0,26002,2.35,602500560
The Break-Up ,52000000,52000000.0,5.8,39172785.0,3070.0,106.0,2006.0,8315,1.85,205727307
Valentine's Day ,52000000,52000000.0,5.7,63135312.0,3665.0,125.0,2010.0,45696,1.85,217569328
The Change-Up ,52000000,52000000.0,6.4,13531115.0,2913.0,118.0,2011.0,28045,2.35,75835124
The Thin Red Line ,52000000,52000000.0,7.6,11362226.0,1528.0,215.0,1998.0,1937,2.35,97709034
From Paris with Love ,52000000,52000000.0,6.5,8158860.0,2722.0,92.0,2010.0,488,2.35,53139168
Bulletproof Monk ,52000000,52000000.0,5.5,8653542.0,2955.0,104.0,2003.0,2422,2.35,23010607
"Me, Myself & Irene ",51000000,51000000.0,6.5,24209385.0,3019.0,116.0,2000.0,1711,1.85,149270999
Deck the Halls ,51000000,37123391.33528162,4.9,12001256.0,3205.0,93.0,2006.0,5468,1.85,46815807
The Adjustment Bureau ,50200000,50200000.0,7.1,21157730.0,2840.0,106.0,2011.0,14607,1.85,126931325
The Twilight Saga: New Moon ,50000000,50000000.0,4.6,142839137.0,4.0,130.0,2009.0,64040,2.35,687557727
Shrek ,50000000,60000000.0,7.9,42347760.0,3587.0,90.0,2001.0,275,1.85,491812794
Ted ,50000000,50000000.0,7.0,54415205.0,3239.0,112.0,2012.0,21773,1.85,556016627
22 Jump Street ,50000000,50000000.0,7.1,57071445.0,3306.0,112.0,2014.0,19428,2.35,331333876
Jerry Maguire ,50000000,50000000.0,7.3,17084296.0,2531.0,139.0,1996.0,12182,1.85,274000000
Daddy's Home ,50000000,50000000.0,6.1,38740203.0,3271.0,96.0,2015.0,10886,1.85,238757137
As Good as It Gets ,50000000,50000000.0,7.7,12606928.0,1572.0,139.0,1997.0,1474,1.85,314111923
Patch Adams ,50000000,50000000.0,6.7,25262280.0,2712.0,115.0,1998.0,74382,2.35,202173000
Into the Woods ,50000000,50000000.0,6.0,31051923.0,2440.0,125.0,2014.0,62837,2.39,203502372
Anchorman 2: The Legend Continues ,50000000,50000000.0,6.3,26232425.0,3507.0,143.0,2013.0,28176,2.35,172185754
Super 8 ,50000000,50000000.0,7.1,35451168.0,3379.0,112.0,2011.0,3388,2.35,257972745
Mr. Deeds ,50000000,50000000.0,5.8,37162787.0,3231.0,96.0,2002.0,26826,1.85,171269535
Central Intelligence ,50000000,50000000.0,6.6,35535250.0,3508.0,107.0,2016.0,14569,2.35,206175032
Erin Brockovich ,50000000,52000000.0,7.3,28138465.0,2848.0,131.0,2000.0,10003,1.85,257805243
How to Lose a Guy in 10 Days ,50000000,50000000.0,6.4,23774850.0,2923.0,116.0,2003.0,14087,1.85,178890782
Yes Man ,50000000,70000000.0,6.8,18262471.0,3434.0,104.0,2008.0,29505,2.35,225990976
